"response","ROW_NUM","abd","latitude","longitude","elev","Barren.PLAND","Evergreen.Needleleaf.Forests.PLAND","Evergreen.Broadleaf.Forests.PLAND","Deciduous.Needleleaf.Forests.PLAND","Deciduous.Broadleaf.Forests.PLAND","Mixed.Broadleaf.Needleleaf.Forests.PLAND","Mixed.Broadleaf.Evergreen.Deciduous.Forests.PLAND","Open.Forests.PLAND","Sparse.Forests.PLAND","Dense.Herbaceous.PLAND","Sparse.Herbaceous.PLAND","Dense.Shrublands.PLAND","Shrubland.Grassland.Mosaics.PLAND","Sparse.Shrublands.PLAND","Urban.PLAND","Forest.Cropland.Mosaics.PLAND","Natural.Herbaceous.Croplands.Mosaics.PLAND","Herbaceous.Croplands.PLAND","Woody.Wetlands.PLAND","Herbaceous.Wetlands.PLAND","weights"
-4.19124722089256,233265,0.000170464066167243,52.7101108,-117.2044674,2194,19.69608416,14.2314436,0,0,0,0,0,14.69900643,2.045587376,23.23202805,25.45295149,0,0.058445354,0.029222677,0,0,0,0,0,0.292226768,0.000169489928234338
-3.85233220848902,234764,0.0103521971079816,52.47030443,-117.7458092,2135,23.64114553,10.9585038,0,0,0,0,0,18.70251315,5.493863238,17.1244886,22.53068381,0,0,0,0,0,0,0,0,2.542372881,0.0109796720034301
-4.8744723991061,234765,0.0493774030038106,52.47030443,-117.3521503,2187,22.35434007,9.066587396,0,0,0,0,0,16.97384067,3.507728894,23.98929845,21.93816885,0,0.059453032,0.029726516,0,0,0,0,0,2.437574316,0.0458234730502102
-3.72285000804382,234766,0.0295098111268323,52.47030443,-116.9584915,2383,35.73933372,5.698421975,0,0,0,0,0,7.071887785,0.672121566,18.90707189,28.842782,0,0,0.08766803,0,0,0,0,0,0.204558738,0.0335802853442732
-0.871732022958959,234767,0.00197544044606954,52.47030443,-116.5648326,1895,8.174791914,54.8156956,0,0.029726516,0,0.029726516,0,13.73365042,0.356718193,11.80142687,10.99881094,0,0,0.059453032,0,0,0,0,0,0.653983353,0.00397088508388755
-3.07563801990387,236263,0.000323907630985663,52.23049807,-118.2833353,1760,14.20927467,18.37098692,0,0,0.089179548,0.564803805,0,14.92271106,7.639714625,19.88703924,14.38763377,0,0,0,0,0,0,0,0,1.664684899,0.000338288834425883
-3.68726448739049,236264,0.00087709378582464,52.23049807,-117.8918063,2331.5,23.92984542,3.329369798,0,0,0,0.029726516,0,3.804994055,4.072532699,8.977407848,6.272294887,0,0,0,0,0,0,0,0,0.891795482,0.00155086600926409
-3.57124894414039,236265,0.0125311131221465,52.23049807,-117.5002773,2364,34.83947681,3.656361474,0,0,0,0,0,5.766944114,2.11058264,8.977407848,11.59334126,0,0,0,0,0,0,0,0,2.199762188,0.0142483680436843
-4.38915561548938,236266,0.0822943868408468,52.23049807,-117.1087483,2338,37.0251315,3.82817066,0,0,0,0,0,11.25073057,2.659263589,18.41028638,20.95265926,0,0,0,0,0,0,0,0,1.110461718,0.103868172345144
-2.53729673673134,236267,0.0469016041869144,52.23049807,-116.7172193,2197,17.50891795,15.16052319,0,0,0,0,0,14.03091558,1.961950059,20.71938169,26.27824019,0,0,0,0,0,0,0,0,0.862068966,0.0452883271105836
-2.29521382933979,236268,0.0145910822803781,52.23049807,-116.3256903,1940,8.796025716,44.88603156,0,0,0,0,0,11.60140269,0.584453536,11.65984804,19.40385739,0,0,0,0,0,0,0,0,0.379894798,0.0154888098002221
-4.22310360825205,237764,0.00343196187692294,51.99069171,-118.0382886,1439,6.123662307,35.64209275,0,0,0.505350773,0.594530321,0,17.50891795,4.221165279,16.46848989,8.263971463,0,0,0,0,0,0,0,0.535077289,2.348394768,0.00350074638489386
-3.63090221880572,237765,0.0210423751469309,51.99069171,-117.6488598,1927,21.90844233,11.26634958,0,0,0.118906064,0.237812128,0,13.37693222,5.558858502,23.90011891,14.35790725,0.029726516,0,0,0,0,0,0,0,0.98097503,0.0181000667303953
-3.7866952889662,237766,0.0330816101671499,51.99069171,-117.259431,2180,31.3020214,4.845422117,0,0,0.14863258,0.14863258,0,5.202140309,2.467300832,19.08442331,13.1391201,0,0,0,0,0,0,0,0,2.170035672,0.0489356416824413
-2.76418973225763,237767,0.0317047261069898,51.99069171,-116.8700022,2110,28.68608799,11.77170036,0,0,0,0,0,11.59334126,2.467300832,19.97621879,18.07372176,0,0,0,0,0,0,0,0,5.053507729,0.0283564917211386
-3.39808469453369,237768,0.0536318521926105,51.99069171,-116.4805733,2205,24.3132671,6.75043834,0,0,0,0,0,10.22793688,1.987142022,28.66744594,26.35885447,0,0.08766803,0,0,0,0,0,0,0.789012274,0.0693916164060104
-3.74108498474918,237769,0.0297551100935129,51.99069171,-116.0911445,2136,6.62901308,14.03091558,0,0,0,0,0,23.81093936,2.675386445,27.67538644,24.79191439,0,0.178359096,0.029726516,0,0,0,0,0,0.208085612,0.0241075143623856
0.36821725796985,237770,0.000925611021223685,51.99069171,-115.7017157,1706,0.058445354,61.36762127,0,0,0,0,0,24.51782583,1.052016365,6.867329047,6.136762127,0,0,0,0,0,0,0,0,0.08766803,0.00115951791666262
-2.31633328427363,239266,0.0103050754613881,51.75088535,-117.4105515,1726,12.18787158,20.27348395,0,0,0.089179548,0.118906064,0,21.46254459,5.261593341,21.34363853,14.00118906,0.029726516,0,0,0,0,0,0,0.178359096,2.853745541,0.0108789396156966
-3.14039510227738,239267,0.0277854594982148,51.75088535,-117.0231937,2119,28.21046373,7.847800238,0,0,0.029726516,0.297265161,0,13.46611177,3.626634958,15.78478002,13.16884661,0.059453032,0.029726516,0,0,0,0,0,0,0.743162901,0.0255008425819308
-2.97416518304767,239268,0.0295899281128032,51.75088535,-116.6358359,2269,34.57193817,3.923900119,0,0,0,0,0,12.39595719,4.756242568,15.30915577,17.27110583,0,0,0,0,0,0,0,0,1.545778835,0.0286789137333675
-3.37880501121863,239269,0.0435475566129153,51.75088535,-116.2484781,2416,36.53388823,3.715814507,0,0,0,0,0,11.71224732,2.972651605,19.97621879,23.92984542,0,0,0,0,0,0,0,0,0.802615933,0.0498201321170553
-2.33477588759573,239270,0.0414437014183026,51.75088535,-115.8611203,2281,18.96551724,8.445353594,0,0,0,0,0,19.17007598,1.841028638,26.56341321,24.51782583,0,0.029222677,0.029222677,0,0,0,0,0,0.409117475,0.0410840920337861
-0.550575997421478,239271,0.00572690173980715,51.75088535,-115.4737625,1768,0.832342449,25.95124851,0,0,0,0.029726516,0,44.58977408,1.486325803,19.61950059,7.401902497,0,0.089179548,0,0,0,0,0,0,0.594530321,0.00817883013323142
-1.87615808731726,240768,0.00643220739667553,51.51107899,-116.791491,1860,14.14982164,25.68370987,0,0,0.029726516,0.208085612,0,19.79785969,4.310344828,19.4411415,15.5469679,0,0,0,0,0,0,0,0,0.832342449,0.00527356072545237
-1.41553437922536,240769,0.0157303376474969,51.51107899,-116.4061755,2106,21.93816885,13.64447087,0,0,0.089179548,0.059453032,0,16.76575505,4.042806183,16.8549346,15.27942925,0,0,0,0.059453032,0,0,0,0,1.337693222,0.0163548274348489
-3.63204548862924,240770,0.0375722580072521,51.51107899,-116.0208601,2298,22.11652794,6.093935791,0,0,0,0,0,13.61474435,6.807372176,25.89179548,22.50297265,0,0,0,0,0,0,0,0,0.832342449,0.0411248552881838
-2.69401303179059,240771,0.0337754918896951,51.51107899,-115.6355447,2258,15.42806183,13.76337693,0,0,0,0,0,14.95243757,2.25921522,25.921522,27.34839477,0,0.118906064,0,0,0,0,0,0,0.386444709,0.0376416067491608
1.72664142191065,240772,0.00273350286342418,51.51107899,-115.2502293,1704,0.467562829,54.29573349,0,0.116890707,0,0.204558738,0,29.86557569,1.373465809,8.620689655,4.967855056,0,0,0.08766803,0,0,0,0,0,0.876680304,0.00284558851509524
-0.857172922347059,242269,0.00173344763550687,51.27127263,-116.5642499,1962,12.03974284,23.72881356,0,0,0,0.350672122,0,27.84921099,6.136762127,13.61776739,15.19579193,0,0,0,0,0,0,0,0,0.935125658,0.00132374024559237
-3.11051675313805,242270,0.0167402739088563,51.27127263,-116.1809488,2203,23.45422117,11.8608799,0,0,0,0,0,21.01664685,4.8156956,16.73602854,20.33293698,0,0,0,0,0,0,0,0,0.624256837,0.0131911557342602
-1.28854448842311,242271,0.0140268956145032,51.27127263,-115.7976477,1865,8.026159334,26.72413793,0,0,0,0,0,31.33174792,3.210463734,13.97146254,16.52794293,0,0,0,0,0,0,0,0,1.099881094,0.0121887104778346
-2.30639146410903,242272,0.0215024876199062,51.27127263,-115.4143465,2062,6.866825208,17.27110583,0,0.029726516,0,0.386444709,0,20.06539834,4.607609988,22.82996433,25.71343639,0,0,0,0,0,0,0,0,0.921521998,0.0181596086156497
0.376135464729823,242273,0.0055870344196006,51.27127263,-115.0310454,1542,3.745541023,25.921522,0,0.267538644,0.208085612,1.337693222,0,25.32699168,4.102259215,27.52675386,11.32580262,0,0,0,0,0,0,0.14863258,0,1.12960761,0.00655444100603408
1.65437137899369,242274,0.00309486319577413,51.27127263,-114.6477443,1307,0,22.03389831,0,0.64289889,0.116890707,2.600818235,0,17.8842782,0.584453536,55.63997662,0.496785506,0,0,0,1.490356517,0.233781414,0,22.64757452,0,0.08766803,0.00631504549700886
-5.82918271065133,243770,0.00409801094430081,51.03146627,-116.3413999,1480,1.373465809,40.73641146,0,0,0,0,0,33.51841029,3.82817066,13.41320865,7.130333139,0,0,0,0,0,0,0,0,0.964348334,0.00429335510042013
-3.91936725708005,243771,0.0352861518706165,51.03146627,-115.9600854,2027,13.4731399,2.010916403,0,0,0,0,0,19.76443551,5.199655271,33.61103131,25.42372881,0,0,0,0,0,0,0,0,0.287273772,0.0260058759848479
-2.0976215427797,243772,0.0212909484619954,51.03146627,-115.578771,2183,8.007013442,9.585037989,0,0,0,0.029222677,0,27.46931619,6.253652835,24.95616598,23.26125073,0,0,0,0,0,0,0,0,0.379894798,0.0193875270396244
-2.48364414150738,243773,0.00828523783067702,51.03146627,-115.1974565,1775,1.139684395,29.86557569,0,0,0,0,0,37.43424898,7.364114553,11.25073057,12.85797779,0,0,0,0.847457627,0,0,0,0,1.110461718,0.00801071383725441
1.90193840805441,243774,0.00173711375032788,51.03146627,-114.8161421,1409,0.438340152,31.94038574,0,0.555230859,0.438340152,10.46171829,0,37.60958504,3.156049094,11.89362946,3.506721216,0,0,0,0,0,0,0,0,0.116890707,0.00148475078201037
-4.34854230136458,243780,0.00260305879200824,51.03146627,-112.5282554,885,0.229819018,0,0,0,0,0,0,0,0,97.21344441,1.580005745,0,0,0,0,0,0,79.08646941,0,0.603274921,0.00592942267930153
-6.82581323529041,243781,0.0234634134268877,51.03146627,-112.146941,764,0,0,0,0,0,0,0,0,0,99.67855056,0.321449445,0,0,0,0,0,0,31.76504968,0,0.233781414,0.0296599528148103
-4.60921881128279,243782,0.0277461591061286,51.03146627,-111.7656265,714,0,0,0,0,0,0,0,0,0,99.97077732,0.029222677,0,0,0,0,0,0,3.565166569,0,0,0.0537801572249071
-5.48236231854941,243783,0.00642720001412996,51.03146627,-111.3843121,720,0,0,0,0,0,0,0,0,0,99.88310929,0.116890707,0,0,0,0,0,0,0.409117475,0,0,0.0168007507642451
-5.84773575948014,243784,0.000645357766284365,51.03146627,-111.0029976,739,0,0,0,0,0,0,0,0,0,99.97077732,0.029222677,0,0,0,0,0,0,0.204558738,0,0,0.00151586862229964
-2.85349812914952,245271,0.00134022900940943,50.7916599,-116.1228717,1355,0.116890707,40.91174752,0,0,0,0.029222677,0,38.63237873,2.92226768,12.47808299,4.880187025,0,0,0,0.08766803,0,0,0,0,1.431911163,0.00129273371669761
-2.95600490521189,245272,0.0251800078628696,50.7916599,-115.7435168,1943,11.65279429,14.92271106,0,0,0,0,0,27.31866825,5.529131986,17.86563615,22.38406659,0,0,0,0,0,0,0,0,0.475624257,0.0161260000218556
