"response","ROW_NUM","abd","latitude","longitude","elev","Barren.PLAND","Evergreen.Needleleaf.Forests.PLAND","Evergreen.Broadleaf.Forests.PLAND","Deciduous.Needleleaf.Forests.PLAND","Deciduous.Broadleaf.Forests.PLAND","Mixed.Broadleaf.Needleleaf.Forests.PLAND","Mixed.Broadleaf.Evergreen.Deciduous.Forests.PLAND","Open.Forests.PLAND","Sparse.Forests.PLAND","Dense.Herbaceous.PLAND","Sparse.Herbaceous.PLAND","Dense.Shrublands.PLAND","Shrubland.Grassland.Mosaics.PLAND","Sparse.Shrublands.PLAND","Urban.PLAND","Forest.Cropland.Mosaics.PLAND","Natural.Herbaceous.Croplands.Mosaics.PLAND","Herbaceous.Croplands.PLAND","Woody.Wetlands.PLAND","Herbaceous.Wetlands.PLAND","weights","fit.s.Barren.PLAND.","fit.s.Evergreen.Needleleaf.Forests.PLAND.","fit.s.Deciduous.Broadleaf.Forests.PLAND.","fit.s.Mixed.Broadleaf.Needleleaf.Forests.PLAND.","fit.s.Open.Forests.PLAND.","fit.s.Sparse.Forests.PLAND.","fit.s.Dense.Herbaceous.PLAND.","fit.s.Sparse.Herbaceous.PLAND.","fit.s.Dense.Shrublands.PLAND.","fit.s.Shrubland.Grassland.Mosaics.PLAND.","fit.s.Sparse.Shrublands.PLAND.","fit.s.Urban.PLAND.","fit.s.Herbaceous.Croplands.PLAND.","fit.s.Herbaceous.Wetlands.PLAND.","fit.s.elev.","fit.s.longitude.latitude.","se.fit.s.Barren.PLAND.","se.fit.s.Evergreen.Needleleaf.Forests.PLAND.","se.fit.s.Deciduous.Broadleaf.Forests.PLAND.","se.fit.s.Mixed.Broadleaf.Needleleaf.Forests.PLAND.","se.fit.s.Open.Forests.PLAND.","se.fit.s.Sparse.Forests.PLAND.","se.fit.s.Dense.Herbaceous.PLAND.","se.fit.s.Sparse.Herbaceous.PLAND.","se.fit.s.Dense.Shrublands.PLAND.","se.fit.s.Shrubland.Grassland.Mosaics.PLAND.","se.fit.s.Sparse.Shrublands.PLAND.","se.fit.s.Urban.PLAND.","se.fit.s.Herbaceous.Croplands.PLAND.","se.fit.s.Herbaceous.Wetlands.PLAND.","se.fit.s.elev.","se.fit.s.longitude.latitude."
-4.19124722089256,233265,0.000170464066167243,52.7101108,-117.2044674,2194,17.18293396,13.64699006,0,0,0,0,0,17.70894214,0.467562829,26.24196376,24.25482174,0,0.263004091,0.058445354,0,0,0,0,0,0.204558738,0.000169489928234338,0.035311386131142,0.476256338835774,1.13328013845071e-06,-0.000234040294509647,0.322708063932842,-0.063800103837387,0.03512262507549,0.0538615738556233,1.45017131317783e-06,1.44226128207958e-06,-1.21939367471209e-06,-0.921262565537618,-0.328814945083498,-3.5594728877869e-06,1.3381442841014,-1.54974318273951,0.234765917038221,0.266869637315232,0.225999163061136,0.225949824391763,0.240847169027553,0.222249370490128,0.220354206769036,0.227078985964028,0.225999293716735,0.226000254233778,0.226000906277629,0.189063594923391,0.220844788900674,0.226000888099537,0.240516023504152,0.545924709058983
-3.85233220848902,234764,0.0103521971079816,52.47030443,-117.7458092,2135,24.22559906,20.2805377,0,0,0,0,0,14.26066628,2.337814144,18.17650497,19.37463472,0,0,0,0,0,0,0,0,2.133255406,0.0109796720034301,0.213811412824903,0.466926053026393,1.13328013845071e-06,-0.000234040294509647,0.168683490537564,-0.0473934523980155,0.0246987101666767,0.207636058197432,1.45017131317783e-06,1.44882111187467e-06,-1.2193937912348e-06,-0.921262565537618,-0.328814945083498,4.16641621526286e-06,1.24362274605468,-1.55932325101456,0.241555628497645,0.319830968492693,0.225999163061136,0.225949824391763,0.238798520593682,0.221665442954009,0.220150376195539,0.222930209643185,0.225999293716735,0.226000253839572,0.226000906278795,0.189063594923391,0.220844788900674,0.226003809320842,0.239427592417924,0.55119614421688
-4.8744723991061,234765,0.0493774030038106,52.47030443,-117.3521503,2187,20.80856124,16.97384067,0,0,0,0,0,12.15814507,1.456599287,26.01070155,20.60047562,0,0.029726516,0.029726516,0,0,0,0,0,1.634958383,0.0458234730502102,0.133437381552627,0.514280348465409,1.13328013845071e-06,-0.000234040294509647,0.0348482390908804,-0.0576696417269699,0.0348447039219025,0.165232510040267,1.45017131317783e-06,1.4487548684315e-06,-1.2193937672458e-06,-0.921262565537618,-0.328814945083498,3.6945376022622e-06,1.32837997710958,-1.52771684427196,0.238408356562362,0.291247866132917,0.225999163061136,0.225949824391763,0.235928698073908,0.222020854891172,0.220332399626584,0.224055296814877,0.225999293716735,0.226000253842278,0.226000906278546,0.189063594923391,0.220844788900674,0.226003033998212,0.240409532111399,0.547509411620172
-3.72285000804382,234766,0.0295098111268323,52.47030443,-116.9584915,2383,33.43074226,4.909409702,0,0,0,0,0,9.088252484,0.116890707,22.35534775,27.87843366,0,0,0,0,0,0,0,0,0.175336061,0.0335802853442732,0.397485293864059,-0.128951650848839,1.13328013845071e-06,-0.000234040294509647,-0.208107454505989,-0.064526762799571,0.0302289841624202,-0.0303887172561038,1.45017131317783e-06,1.44882111187467e-06,-1.2193937912348e-06,-0.921262565537618,-0.328814945083498,-3.68138455938195e-06,1.44143599160284,-1.49479762485106,0.254277096519108,0.191128316703319,0.225999163061136,0.225949824391763,0.230382103535415,0.222277111695372,0.22010104391105,0.229314715737075,0.225999293716735,0.226000253839572,0.226000906278795,0.189063594923391,0.220844788900674,0.22600088928034,0.245606501757212,0.538060108921294
-0.871732022958959,234767,0.00197544044606954,52.47030443,-116.5648326,1895,7.431629013,51.18906064,0,0,0,0,0,18.07372176,0.297265161,12.09869203,10.85017836,0,0,0,0,0,0,0,0,0.802615933,0.00397088508388755,-0.281087494756383,0.100516132416778,1.13328013845071e-06,-0.000234040294509647,0.335142048761533,-0.0642503398404682,0.017162350333897,0.527066510546059,1.45017131317783e-06,1.44882111187467e-06,-1.2193937912348e-06,-0.921262565537618,-0.328814945083498,5.96317369407875e-07,0.682371121819872,-1.46357486351986,0.220612339454099,0.624900010842227,0.225999163061136,0.225949824391763,0.240986627957881,0.222266551738882,0.220847951339551,0.216464431918911,0.225999293716735,0.226000253839572,0.226000906278795,0.189063594923391,0.220844788900674,0.226001687876339,0.233798384634569,0.538246397386036
-3.07563801990387,236263,0.000323907630985663,52.23049807,-118.2833353,1760,16.79548157,20.27348395,0,0,0.118906064,0.297265161,0,19.29250892,3.121284185,20.30321046,12.30677765,0.118906064,0,0,0,0,0,0,0,1.159334126,0.000338288834425883,0.0241288207167412,0.467097038769713,1.12782177970375e-06,-0.000166648479963584,0.369401447838201,-0.0347739513624894,0.0275169963186079,0.474260026865015,1.43641196590907e-06,1.44882111187467e-06,-1.2193937912348e-06,-0.921262565537618,-0.328814945083498,2.4415327467242e-06,0.364361392249523,-1.5715926264188,0.234337771723928,0.319762585255548,0.225999184851007,0.225954875125384,0.24129992513055,0.221280582264167,0.220079408071228,0.217185891374844,0.225999294323992,0.226000253839572,0.226000906278795,0.189063594923391,0.220844788900674,0.226002327743584,0.231921037162761,0.546558726491981
-3.68726448739049,236264,0.00087709378582464,52.23049807,-117.8918063,2331.5,28.29964328,4.875148633,0,0,0.059453032,0,0,6.569560048,1.426872771,8.20451843,5.291319857,0,0,0,0,0,0,0,0,0.356718193,0.00155086600926409,0.298994047002871,-0.13249721548306,1.13259621205577e-06,-0.000234040294509647,-0.429666892813819,-0.0579390717146012,0.0132729545738368,0.688757169041537,1.45017131317783e-06,1.44882111187467e-06,-1.2193937912348e-06,-0.921262565537618,-0.328814945083498,-2.68218639383193e-06,1.44327091951902,-1.53798217167368,0.246360681600562,0.190920965579317,0.225999160765129,0.225949824391763,0.227187208783018,0.222030655011006,0.221509957163106,0.215405824519495,0.225999293716735,0.226000253839572,0.226000906278795,0.189063594923391,0.220844788900674,0.226000930073242,0.243560400979849,0.547360584611129
-3.57124894414039,236265,0.0125311131221465,52.23049807,-117.5002773,2364,38.5255648,5.231866825,0,0,0,0,0,5.618311534,0.98097503,9.750297265,9.809750297,0,0,0,0,0,0,0,0,2.11058264,0.0142483680436843,0.490204763417451,-0.0956623976050766,1.13328013845071e-06,-0.000234040294509647,-0.513515077923022,-0.0613596110726092,0.0146918682245825,0.562876432667969,1.45017131317783e-06,1.44882111187467e-06,-1.2193937912348e-06,-0.921262565537618,-0.328814945083498,4.15895475076592e-06,1.44456541647529,-1.50370501220587,0.262404574623665,0.193226770455066,0.225999163061136,0.225949824391763,0.226821917250206,0.222157076522867,0.221244551078129,0.216074809311426,0.225999293716735,0.226000253839572,0.226000906278795,0.189063594923391,0.220844788900674,0.226003780896426,0.244830781437276,0.544891784315518
-4.38915561548938,236266,0.0822943868408468,52.23049807,-117.1087483,2338,38.48626534,3.82817066,0,0,0,0,0,12.01052016,1.373465809,20.33898305,20.16364699,0,0,0,0,0,0,0,0,0.555230859,0.103868172345144,0.489498496265523,-0.240153972961892,1.13328013845071e-06,-0.000234040294509647,0.0242418725077201,-0.0584101074528222,0.0275645269209553,0.180067158659267,1.45017131317783e-06,1.44882111187467e-06,-1.2193937912348e-06,-0.921262565537618,-0.328814945083498,-1.20723278936971e-06,1.44423002800527,-1.46796118533269,0.262344697306969,0.186231081852713,0.225999163061136,0.225949824391763,0.235673532600621,0.222047844866851,0.220079038165789,0.223658912568391,0.225999293716735,0.226000253839572,0.226000906278795,0.189063594923391,0.220844788900674,0.226001176506607,0.243803614271437,0.53328322398217
-2.53729673673134,236267,0.0469016041869144,52.23049807,-116.7172193,2197,17.41973841,15.60642093,0,0,0,0,0,15.27942925,0.624256837,23.27586207,24.04875149,0,0,0,0,0,0,0,0,0.267538644,0.0452883271105836,0.0420386186615655,0.513385491351278,1.13328013845071e-06,-0.000234040294509647,0.221621155576047,-0.0632285515443981,0.0314259898081623,0.0595390301076122,1.45017131317783e-06,1.44882111187467e-06,-1.2193937912348e-06,-0.921262565537618,-0.328814945083498,-3.241456765773e-06,1.3421984244671,-1.43389309839127,0.235014281702226,0.281426959206021,0.225999163061136,0.225949824391763,0.239631969520014,0.222227618880051,0.220137771613518,0.226923790233202,0.225999293716735,0.226000253839572,0.226000906278795,0.189063594923391,0.220844788900674,0.226000893283515,0.240560282590525,0.529939538563449
