"response","ROW_NUM","abd","latitude","longitude","elev","Barren.PLAND","Evergreen.Needleleaf.Forests.PLAND","Evergreen.Broadleaf.Forests.PLAND","Deciduous.Needleleaf.Forests.PLAND","Deciduous.Broadleaf.Forests.PLAND","Mixed.Broadleaf.Needleleaf.Forests.PLAND","Mixed.Broadleaf.Evergreen.Deciduous.Forests.PLAND","Open.Forests.PLAND","Sparse.Forests.PLAND","Dense.Herbaceous.PLAND","Sparse.Herbaceous.PLAND","Dense.Shrublands.PLAND","Shrubland.Grassland.Mosaics.PLAND","Sparse.Shrublands.PLAND","Urban.PLAND","Forest.Cropland.Mosaics.PLAND","Natural.Herbaceous.Croplands.Mosaics.PLAND","Herbaceous.Croplands.PLAND","Woody.Wetlands.PLAND","Herbaceous.Wetlands.PLAND","weights","fit.s.Barren.PLAND.","fit.s.Evergreen.Needleleaf.Forests.PLAND.","fit.s.Mixed.Broadleaf.Needleleaf.Forests.PLAND.","fit.s.Open.Forests.PLAND.","fit.s.Sparse.Forests.PLAND.","fit.s.Dense.Herbaceous.PLAND.","fit.s.Sparse.Herbaceous.PLAND.","fit.s.Dense.Shrublands.PLAND.","fit.s.Shrubland.Grassland.Mosaics.PLAND.","fit.s.Sparse.Shrublands.PLAND.","fit.s.Urban.PLAND.","fit.s.Herbaceous.Croplands.PLAND.","fit.s.Herbaceous.Wetlands.PLAND.","fit.s.elev.","fit.s.longitude.latitude.","se.fit.s.Barren.PLAND.","se.fit.s.Evergreen.Needleleaf.Forests.PLAND.","se.fit.s.Mixed.Broadleaf.Needleleaf.Forests.PLAND.","se.fit.s.Open.Forests.PLAND.","se.fit.s.Sparse.Forests.PLAND.","se.fit.s.Dense.Herbaceous.PLAND.","se.fit.s.Sparse.Herbaceous.PLAND.","se.fit.s.Dense.Shrublands.PLAND.","se.fit.s.Shrubland.Grassland.Mosaics.PLAND.","se.fit.s.Sparse.Shrublands.PLAND.","se.fit.s.Urban.PLAND.","se.fit.s.Herbaceous.Croplands.PLAND.","se.fit.s.Herbaceous.Wetlands.PLAND.","se.fit.s.elev.","se.fit.s.longitude.latitude."
-0.187232724970341,249761,7.89011536901512e-05,50.07224082,-120.349795,1198,0.356718193,8.115338882,0,0,0,0,0,45.45184304,0.772889417,42.80618312,0.178359096,0,0,0,0,0,0,0.772889417,0,0.624256837,0.000377746947878447,-9.31845338399541e-08,0.248497583067252,-0.103509844220403,0.107378675688529,-0.689631313882112,-0.169997659408726,3.59949652245943e-06,-1.87159931416467e-05,-2.67972181642201e-06,-0.558299177795649,1.2841312605752e-06,-0.0424562865137919,-0.0287165609684212,-0.140193164687493,-1.39574014052859,0.262848576390182,0.299747183744634,0.226379043758661,0.309501526490793,0.261291630439211,0.266107892026054,0.262848261469567,0.262835558692259,0.262847504694985,0.210874921611419,0.262848360448048,0.261957270942087,0.2663584286614,0.277528807531607,0.449854703112844
-3.61560800413531,254256,0.000189435511640475,49.35282174,-122.6297536,465,0,82.8755114,0,0,0.029222677,4.149620105,0,2.980713033,1.811805961,1.665692577,0.555230859,0,0,0,0,0,0,0,0,1.022793688,0.000947902187138222,-9.01925318203818e-08,0.516872141313764,0.297644737231222,-0.118990681074888,-0.588691420065874,0.454432509367893,3.59593118032179e-06,-1.87159931416467e-05,-2.67972181642201e-06,-0.558299177795649,1.2841312605752e-06,-0.0426300697379211,-0.137082817366494,-0.907944387171041,-1.62547219442955,0.262848576512104,0.881844194576465,0.601476400239864,0.264757655248083,0.260274260460478,0.271051739458642,0.262848261454261,0.262835558692259,0.262847504694985,0.210874921611419,0.262848360448048,0.261973567774739,0.287909106596795,0.407426414796547,0.475864695732964
-2.45742858703907,254258,5.10919853786076e-07,49.35282174,-121.8934733,533,0.029726516,71.73008323,0,0.118906064,2.318668252,3.329369798,0,4.904875149,2.25921522,7.104637337,1.070154578,0,0,0,0,0.059453032,0,0.14863258,0,1.426872771,1.46330373088463e-06,-9.02074245710308e-08,0.505348315678004,0.268193041228266,-0.084361669989905,-0.52903734360621,0.434288584147794,3.58584433140439e-06,-1.87159931416467e-05,-2.67972181642201e-06,-0.558299177795649,1.2841312605752e-06,-0.0426231107248814,-0.166120388462383,-1.07571501430977,-1.58971789602351,0.262848576511493,0.842130841826817,0.532490378006357,0.263777190083273,0.259892718263343,0.269420442458011,0.262848261414785,0.262835558692259,0.262847504694985,0.210874921611419,0.262848360448048,0.261972851114976,0.303947669429924,0.38934742210278,0.450439349112139
-0.062298208188559,254264,0.000826708725997683,49.35282174,-119.6846326,1067,0.178359096,29.75624257,0,0,0,0,0,47.02734839,2.734839477,20.0059453,0.297265161,0,0,0,0.416171225,0,0,0,0,0.594530321,0.00159494967770002,-9.09288626601518e-08,0.393613818802275,-0.103509844220403,0.110597250688855,-0.456771275041751,0.302882884637238,3.59872060165591e-06,-1.87159931416467e-05,-2.67972181642201e-06,-0.558299177795649,1.21605319769827e-06,-0.0426300697379211,-0.01615413924082,-0.500264760887284,-1.28004731923989,0.262848576481912,0.491893427263564,0.226379043758661,0.31302506032045,0.259645233884828,0.265171515873956,0.262848261466167,0.262835558692259,0.262847504694985,0.210874921611419,0.262848355230516,0.261973567774739,0.264404095454841,0.295075925268138,0.418665711894868
-1.03654132566308,255757,1.04246312410397e-06,49.11301537,-122.4022477,37,0.624256837,7.372175981,0,0,0.891795482,14.03091558,0,6.093935791,54.45897741,12.48513674,1.159334126,0,0,0,12.99048751,9.780023781,0,9.244946492,0.118906064,1.27824019,2.57740981372084e-06,-9.8981675852828e-08,0.211442911601529,0.281178695058492,-0.0615395639871943,0.24783338255123,0.39336826118632,3.58349384037597e-06,-1.87159931416467e-05,-2.67972181642201e-06,-0.558299177795649,-2.36995776941411e-06,-0.0237438545856776,-0.159885901263523,-0.342568865307831,-1.6206477240609,0.262848576160433,0.294325993616579,1.07887878678166,0.263804285888712,0.574759744285588,0.267077732376711,0.262848261406344,0.262835558692259,0.262847504694985,0.210874921611419,0.262852236945141,0.26395780531628,0.29765981487908,0.496498041700718,0.465699078605065
-1.74452599807332,255758,1.21250479510563e-06,49.11301537,-122.0358904,176,0.292226768,47.2238457,0,0.058445354,0.759789597,17.94272355,0,4.704850964,11.86440678,13.58854471,0.81823495,0,0,0,1.54880187,3.156049094,0,7.714786674,0,0.759789597,3.78185003211784e-06,-9.22069933863506e-08,0.441763293671117,0.268990908818439,-0.0881467648616376,0.648676205007924,0.382623293953336,3.59152129259145e-06,-1.87159931416467e-05,-2.67972181642201e-06,-0.558299177795649,5.14284520657807e-07,-0.0289573593092061,-0.0793365591340649,-0.365527424325871,-1.60454525120724,0.262848576429781,0.643996969861726,1.25158004268699,0.263821384274518,0.275095807926831,0.266651815874485,0.26284826143634,0.262835558692259,0.262847504694985,0.210874921611419,0.262848431479809,0.263292081730944,0.275195247777965,0.491978380300506,0.451916405677675
-3.1431847830132,255764,0.00726297205715937,49.11301537,-119.8377465,1387,0.178359096,30.82639715,0,0,0,0,0,26.69441141,3.953626635,37.039239,0.891795482,0,0,0,0.445897741,0,0,0.594530321,0,0.297265161,0.0167852086679258,-9.09288626601518e-08,0.395160210164774,-0.103509844220403,0.101916416409096,-0.247283758241763,-0.0357953007553872,3.59001013853253e-06,-1.87159931416467e-05,-2.67972181642201e-06,-0.558299177795649,1.20579392356255e-06,-0.0425243417666865,0.117880785452606,0.311110214395405,-1.31729232023577,0.262848576481912,0.499866395742492,0.226379043758661,0.280453159388476,0.260190294911187,0.266559318866036,0.262848261430439,0.262835558692259,0.262847504694985,0.210874921611419,0.26284835464599,0.261963263905185,0.250708575670019,0.270587830858251,0.410116035658327
-0.775476668303241,255766,0.000516513801601175,49.11301537,-119.1050319,1170,0,18.78715815,0,0,0,0,0,60.46373365,2.467300832,18.28180737,0,0,0,0,0.267538644,0,0,0.029726516,0,0,0.00137989896462727,-9.01925318203818e-08,0.401415847848628,-0.103509844220403,0.132054684714214,-0.498325848567271,0.327126079314968,3.60006443415507e-06,-1.87159931416467e-05,-2.67972181642201e-06,-0.558299177795649,1.25678479475406e-06,-0.0426298644042237,0.184601517213274,-0.213872041042338,-1.13005902704772,0.262848576512104,0.405355993820737,0.226379043758661,0.340064341094093,0.259759026673659,0.265377494315962,0.262848261472086,0.262835558692259,0.262847504694985,0.210874921611419,0.262848358072712,0.261973546547617,0.249732763741833,0.280332078287268,0.406159816683168
-6.04155897861119,257265,0.0181284914728117,48.87320901,-119.6268783,809,0.175336061,8.591466978,0,0,0,0,0,27.03097604,2.19170076,60.69549971,0.789012274,0,0,0,0.263004091,0,0,1.256575102,0,0.64289889,0.0492819491456397,-9.09030087140757e-08,0.269511925764931,-0.103509844220403,0.101608244580425,-0.538700746957802,-0.416375660903087,3.59208923102541e-06,-1.87159931416467e-05,-2.67972181642201e-06,-0.558299177795649,1.25775408376148e-06,-0.0421815180954582,-0.0363495715881871,-1.22797003037722,-1.26693015513858,0.26284857648297,0.303140007013251,0.226379043758661,0.280920136678743,0.2599436140298,0.265963834753879,0.262848261438589,0.262835558692259,0.262847504694985,0.210874921611419,0.262848358150506,0.261937769519172,0.267593032616442,0.334664455114968,0.398615199320555
1.82206929573877,257266,0.00398211990319114,48.87320901,-119.2622803,1100,0.08766803,9.292811222,0,0,0,0,0,32.55406195,5.20163647,52.33781414,0.08766803,0,0,0,1.168907072,0,0,0.555230859,0,0.467562829,0.00981664649705932,-9.03602915250478e-08,0.294749998705522,-0.103509844220403,0.0953307424168382,-0.0227573042821626,-0.350859332059548,3.59987424105531e-06,-1.87159931416467e-05,-2.67972181642201e-06,-0.558299177795649,7.98316888604964e-07,-0.0425371392274703,0.0412037925679298,-0.405245419006288,-1.15894946888949,0.262848576505218,0.307712936352795,0.226379043758661,0.289053392875596,0.262582687296468,0.26530602834048,0.262848261471238,0.262835558692259,0.262847504694985,0.210874921611419,0.262848373074009,0.261964446280039,0.25681671202201,0.290022342043744,0.398330842477172
